dataset,split,image_id,label,label_name,image_path,total_lesion_union_area_pixels,total_lesion_union_area_ratio,total_lesion_sum_area_pixels,total_lesion_sum_area_ratio,microaneurysms_area_pixels,microaneurysms_area_ratio,microaneurysms_presence,microaneurysms_prob_mean,microaneurysms_prob_max,microaneurysms_component_count,microaneurysms_largest_component_area_pixels,microaneurysms_largest_component_area_ratio,haemorrhages_area_pixels,haemorrhages_area_ratio,haemorrhages_presence,haemorrhages_prob_mean,haemorrhages_prob_max,haemorrhages_component_count,haemorrhages_largest_component_area_pixels,haemorrhages_largest_component_area_ratio,hard_exudates_area_pixels,hard_exudates_area_ratio,hard_exudates_presence,hard_exudates_prob_mean,hard_exudates_prob_max,hard_exudates_component_count,hard_exudates_largest_component_area_pixels,hard_exudates_largest_component_area_ratio,soft_exudates_area_pixels,soft_exudates_area_ratio,soft_exudates_presence,soft_exudates_prob_mean,soft_exudates_prob_max,soft_exudates_component_count,soft_exudates_largest_component_area_pixels,soft_exudates_largest_component_area_ratio,lesion_presence_count
IDRiD,train,IDRiD_324,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_324.jpg,15426,0.05884552001953125,17284,0.0659332275390625,1941,0.007404327392578125,1,0.019805908203125,0.430419921875,185,80,0.00030517578125,14241,0.054325103759765625,1,0.054718017578125,0.99755859375,66,2086,0.00795745849609375,484,0.0018463134765625,1,0.008392333984375,0.998046875,16,97,0.000370025634765625,618,0.00235748291015625,1,0.024749755859375,0.97998046875,2,459,0.001750946044921875,4
IDRiD,train,IDRiD_325,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_325.jpg,17603,0.06715011596679688,17922,0.06836700439453125,225,0.000858306884765625,1,0.01428985595703125,0.436279296875,17,62,0.00023651123046875,365,0.001392364501953125,1,0.004497528076171875,0.99267578125,9,94,0.00035858154296875,16866,0.06433868408203125,1,0.07415771484375,0.9990234375,147,6016,0.02294921875,466,0.00177764892578125,1,0.0293121337890625,0.97900390625,4,234,0.00089263916015625,4
IDRiD,train,IDRiD_326,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_326.jpg,17608,0.067169189453125,17854,0.06810760498046875,272,0.00103759765625,1,0.0141448974609375,0.380126953125,18,31,0.000118255615234375,618,0.00235748291015625,1,0.005535125732421875,0.99755859375,13,136,0.000518798828125,16964,0.0647125244140625,1,0.07330322265625,0.9990234375,119,6104,0.023284912109375,0,0.0,0,0.025543212890625,0.50732421875,0,0,0.0,3
IDRiD,train,IDRiD_327,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_327.jpg,8085,0.030841827392578125,9592,0.036590576171875,1405,0.005359649658203125,1,0.0174713134765625,0.468017578125,121,103,0.000392913818359375,6441,0.024570465087890625,1,0.0264739990234375,0.99755859375,52,994,0.00379180908203125,934,0.00356292724609375,1,0.01056671142578125,0.99755859375,32,113,0.000431060791015625,812,0.0030975341796875,1,0.02703857421875,0.97998046875,7,519,0.001979827880859375,4
IDRiD,train,IDRiD_328,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_328.jpg,4037,0.015399932861328125,4145,0.015811920166015625,131,0.000499725341796875,1,0.01438140869140625,0.312255859375,15,34,0.00012969970703125,247,0.000942230224609375,1,0.00396728515625,0.99560546875,11,96,0.0003662109375,3492,0.0133209228515625,1,0.0201263427734375,0.9990234375,58,495,0.001888275146484375,275,0.001049041748046875,1,0.0240936279296875,0.9765625,2,273,0.001041412353515625,4
IDRiD,train,IDRiD_329,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_329.jpg,2141,0.008167266845703125,2661,0.010150909423828125,557,0.002124786376953125,1,0.01513671875,0.42919921875,43,29,0.000110626220703125,1609,0.006137847900390625,1,0.00878143310546875,0.99755859375,32,295,0.001125335693359375,495,0.001888275146484375,1,0.00823974609375,0.998046875,23,107,0.000408172607421875,0,0.0,0,0.022308349609375,0.529296875,0,0,0.0,3
IDRiD,train,IDRiD_330,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_330.jpg,3001,0.011447906494140625,3479,0.013271331787109375,537,0.002048492431640625,1,0.01531219482421875,0.44921875,43,64,0.000244140625,2406,0.00917816162109375,1,0.01172637939453125,0.99658203125,21,780,0.0029754638671875,394,0.00150299072265625,1,0.007762908935546875,0.998046875,19,115,0.000438690185546875,142,0.00054168701171875,1,0.023193359375,0.9765625,1,142,0.00054168701171875,4
IDRiD,train,IDRiD_331,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_331.jpg,23,8.7738037109375e-05,26,9.918212890625e-05,8,3.0517578125e-05,1,0.014190673828125,0.2080078125,2,5,1.9073486328125e-05,4,1.52587890625e-05,1,0.0030231475830078125,0.52880859375,1,4,1.52587890625e-05,14,5.340576171875e-05,1,0.0057830810546875,0.98828125,1,14,5.340576171875e-05,0,0.0,0,0.02178955078125,0.55078125,0,0,0.0,3
IDRiD,train,IDRiD_332,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_332.jpg,1324,0.0050506591796875,1372,0.0052337646484375,53,0.000202178955078125,1,0.01459503173828125,0.284423828125,5,25,9.5367431640625e-05,131,0.000499725341796875,1,0.0034275054931640625,0.99609375,2,80,0.00030517578125,401,0.001529693603515625,1,0.0078277587890625,0.99658203125,16,82,0.00031280517578125,787,0.003002166748046875,1,0.0258026123046875,0.98095703125,4,444,0.0016937255859375,4
IDRiD,train,IDRiD_333,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_333.jpg,620,0.0023651123046875,719,0.002742767333984375,105,0.000400543212890625,1,0.01439666748046875,0.40966796875,8,26,9.918212890625e-05,603,0.002300262451171875,1,0.005130767822265625,0.9951171875,5,454,0.00173187255859375,11,4.1961669921875e-05,1,0.005756378173828125,0.9384765625,2,6,2.288818359375e-05,0,0.0,0,0.0218505859375,0.41943359375,0,0,0.0,3
IDRiD,train,IDRiD_334,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_334.jpg,1621,0.006183624267578125,1987,0.007579803466796875,387,0.001476287841796875,1,0.0149993896484375,0.436767578125,35,32,0.0001220703125,1318,0.00502777099609375,1,0.007724761962890625,0.99560546875,15,439,0.001674652099609375,29,0.000110626220703125,1,0.00600433349609375,0.96728515625,2,25,9.5367431640625e-05,253,0.000965118408203125,1,0.02313232421875,0.96630859375,3,156,0.0005950927734375,4
IDRiD,train,IDRiD_335,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_335.jpg,100,0.0003814697265625,107,0.000408172607421875,12,4.57763671875e-05,1,0.014404296875,0.2110595703125,3,7,2.6702880859375e-05,0,0.0,0,0.00299072265625,0.10430908203125,0,0,0.0,6,2.288818359375e-05,1,0.0059356689453125,0.9091796875,1,6,2.288818359375e-05,89,0.000339508056640625,1,0.022918701171875,0.96728515625,3,87,0.000331878662109375,3
IDRiD,train,IDRiD_336,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_336.jpg,265,0.001010894775390625,332,0.0012664794921875,72,0.000274658203125,1,0.0145721435546875,0.2354736328125,6,33,0.000125885009765625,13,4.9591064453125e-05,1,0.0033321380615234375,0.7548828125,2,8,3.0517578125e-05,0,0.0,0,0.005767822265625,0.38330078125,0,0,0.0,247,0.000942230224609375,1,0.023162841796875,0.97900390625,1,247,0.000942230224609375,3
IDRiD,train,IDRiD_337,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_337.jpg,820,0.0031280517578125,874,0.00333404541015625,52,0.0001983642578125,1,0.0143280029296875,0.28271484375,6,22,8.392333984375e-05,467,0.001781463623046875,1,0.00475311279296875,0.99609375,2,465,0.001773834228515625,346,0.00131988525390625,1,0.0072784423828125,0.9970703125,18,85,0.000324249267578125,9,3.4332275390625e-05,1,0.02197265625,0.86181640625,1,9,3.4332275390625e-05,4
IDRiD,train,IDRiD_338,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_338.jpg,629,0.002399444580078125,679,0.002590179443359375,56,0.000213623046875,1,0.0142669677734375,0.333251953125,4,20,7.62939453125e-05,98,0.00037384033203125,1,0.003360748291015625,0.9921875,3,48,0.00018310546875,525,0.002002716064453125,1,0.00807952880859375,0.9990234375,20,81,0.000308990478515625,0,0.0,0,0.0218353271484375,0.343017578125,0,0,0.0,3
IDRiD,train,IDRiD_339,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_339.jpg,4955,0.018901824951171875,5226,0.01993560791015625,295,0.001125335693359375,1,0.01450347900390625,0.36962890625,21,39,0.000148773193359375,803,0.003063201904296875,1,0.005931854248046875,0.99755859375,15,203,0.000774383544921875,4128,0.0157470703125,1,0.02325439453125,0.9990234375,78,1363,0.005199432373046875,0,0.0,0,0.0228729248046875,0.49951171875,0,0,0.0,3
IDRiD,train,IDRiD_340,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_340.jpg,469,0.001789093017578125,543,0.002071380615234375,84,0.0003204345703125,1,0.01432037353515625,0.33984375,8,19,7.2479248046875e-05,375,0.001430511474609375,1,0.0043182373046875,0.9921875,4,218,0.00083160400390625,84,0.0003204345703125,1,0.0059661865234375,0.9970703125,1,84,0.0003204345703125,0,0.0,0,0.0216064453125,0.371826171875,0,0,0.0,3
IDRiD,train,IDRiD_341,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_341.jpg,2605,0.009937286376953125,2949,0.011249542236328125,372,0.0014190673828125,1,0.01499176025390625,0.348876953125,33,26,9.918212890625e-05,1370,0.00522613525390625,1,0.0080718994140625,0.99658203125,19,249,0.000949859619140625,1207,0.004604339599609375,1,0.0111083984375,0.99853515625,39,167,0.000637054443359375,0,0.0,0,0.022430419921875,0.681640625,0,0,0.0,3
IDRiD,train,IDRiD_342,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_342.jpg,180,0.0006866455078125,232,0.000885009765625,59,0.000225067138671875,1,0.014373779296875,0.27783203125,6,28,0.0001068115234375,144,0.00054931640625,1,0.003543853759765625,0.99755859375,4,85,0.000324249267578125,29,0.000110626220703125,1,0.005886077880859375,0.98876953125,2,21,8.0108642578125e-05,0,0.0,0,0.0218353271484375,0.460693359375,0,0,0.0,3
IDRiD,train,IDRiD_343,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_343.jpg,3588,0.0136871337890625,3803,0.014507293701171875,242,0.00092315673828125,1,0.014251708984375,0.4423828125,18,33,0.000125885009765625,368,0.00140380859375,1,0.004383087158203125,0.9970703125,15,53,0.000202178955078125,3193,0.012180328369140625,1,0.0191650390625,0.9990234375,60,396,0.0015106201171875,0,0.0,0,0.0227813720703125,0.463623046875,0,0,0.0,3
IDRiD,train,IDRiD_344,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_344.jpg,17166,0.06548309326171875,17769,0.06778335571289062,601,0.002292633056640625,1,0.0147247314453125,0.366455078125,50,58,0.00022125244140625,2032,0.00775146484375,1,0.0104827880859375,0.9970703125,25,314,0.00119781494140625,15010,0.05725860595703125,1,0.0662841796875,0.99951171875,125,4465,0.017032623291015625,126,0.00048065185546875,1,0.02484130859375,0.96435546875,1,126,0.00048065185546875,4
IDRiD,train,IDRiD_345,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_345.jpg,132,0.0005035400390625,187,0.000713348388671875,63,0.000240325927734375,1,0.01422882080078125,0.369384765625,5,21,8.0108642578125e-05,109,0.000415802001953125,1,0.003421783447265625,0.98779296875,4,55,0.000209808349609375,15,5.7220458984375e-05,1,0.00574493408203125,0.9111328125,2,13,4.9591064453125e-05,0,0.0,0,0.0218963623046875,0.30859375,0,0,0.0,3
IDRiD,train,IDRiD_346,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_346.jpg,7,2.6702880859375e-05,7,2.6702880859375e-05,3,1.1444091796875e-05,1,0.014312744140625,0.1976318359375,1,3,1.1444091796875e-05,0,0.0,0,0.003082275390625,0.1751708984375,0,0,0.0,4,1.52587890625e-05,1,0.005741119384765625,0.76220703125,1,4,1.52587890625e-05,0,0.0,0,0.0217742919921875,0.385498046875,0,0,0.0,2
IDRiD,train,IDRiD_347,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_347.jpg,20558,0.07842254638671875,21780,0.0830841064453125,1226,0.00467681884765625,1,0.0166168212890625,0.415283203125,114,62,0.00023651123046875,6142,0.02342987060546875,1,0.0255279541015625,0.99755859375,44,971,0.003704071044921875,14004,0.0534210205078125,1,0.0625,0.9990234375,95,2997,0.011432647705078125,408,0.001556396484375,1,0.0266265869140625,0.98291015625,3,258,0.00098419189453125,4
IDRiD,train,IDRiD_348,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_348.jpg,15041,0.057376861572265625,15344,0.05853271484375,332,0.0012664794921875,1,0.014434814453125,0.395751953125,28,34,0.00012969970703125,947,0.003612518310546875,1,0.006618499755859375,0.99853515625,19,136,0.000518798828125,14065,0.053653717041015625,1,0.061553955078125,0.9990234375,60,6262,0.02388763427734375,0,0.0,0,0.0242767333984375,0.443359375,0,0,0.0,3
IDRiD,train,IDRiD_349,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_349.jpg,1957,0.007465362548828125,2222,0.00847625732421875,292,0.0011138916015625,1,0.01464080810546875,0.38330078125,28,51,0.000194549560546875,1181,0.004505157470703125,1,0.007343292236328125,0.99755859375,16,328,0.001251220703125,649,0.002475738525390625,1,0.00878143310546875,0.9990234375,21,214,0.00081634521484375,100,0.0003814697265625,1,0.0227203369140625,0.970703125,1,100,0.0003814697265625,4
IDRiD,train,IDRiD_350,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_350.jpg,1255,0.004787445068359375,1409,0.005374908447265625,173,0.000659942626953125,1,0.0146942138671875,0.362060546875,23,27,0.000102996826171875,684,0.0026092529296875,1,0.0054779052734375,0.99609375,14,302,0.00115203857421875,127,0.000484466552734375,1,0.00643157958984375,0.99462890625,7,51,0.000194549560546875,425,0.001621246337890625,1,0.0238189697265625,0.98193359375,2,424,0.001617431640625,4
IDRiD,train,IDRiD_351,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_351.jpg,12,4.57763671875e-05,16,6.103515625e-05,11,4.1961669921875e-05,1,0.01416778564453125,0.2607421875,2,8,3.0517578125e-05,5,1.9073486328125e-05,1,0.003017425537109375,0.6875,1,5,1.9073486328125e-05,0,0.0,0,0.00568389892578125,0.4482421875,0,0,0.0,0,0.0,0,0.0216217041015625,0.3076171875,0,0,0.0,2
IDRiD,train,IDRiD_352,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_352.jpg,91,0.000347137451171875,127,0.000484466552734375,44,0.0001678466796875,1,0.01448822021484375,0.330322265625,5,18,6.866455078125e-05,82,0.00031280517578125,1,0.003398895263671875,0.9853515625,5,49,0.000186920166015625,1,3.814697265625e-06,1,0.005695343017578125,0.76904296875,1,1,3.814697265625e-06,0,0.0,0,0.0218505859375,0.313232421875,0,0,0.0,3
IDRiD,train,IDRiD_353,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_353.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.0142669677734375,0.19775390625,1,3,1.1444091796875e-05,0,0.0,0,0.0030460357666015625,0.10211181640625,0,0,0.0,0,0.0,0,0.0056915283203125,0.58642578125,0,0,0.0,0,0.0,0,0.021697998046875,0.31884765625,0,0,0.0,1
IDRiD,train,IDRiD_354,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_354.jpg,13465,0.051364898681640625,13785,0.052585601806640625,347,0.001323699951171875,1,0.01456451416015625,0.3857421875,24,60,0.0002288818359375,1155,0.004405975341796875,1,0.00733184814453125,0.9951171875,11,664,0.002532958984375,12283,0.046855926513671875,1,0.0555419921875,0.9990234375,89,3558,0.01357269287109375,0,0.0,0,0.02447509765625,0.66162109375,0,0,0.0,3
IDRiD,train,IDRiD_355,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_355.jpg,108,0.0004119873046875,137,0.000522613525390625,37,0.000141143798828125,1,0.01418304443359375,0.390380859375,3,32,0.0001220703125,60,0.0002288818359375,1,0.0031719207763671875,0.98876953125,1,60,0.0002288818359375,40,0.000152587890625,1,0.005931854248046875,0.98828125,4,17,6.4849853515625e-05,0,0.0,0,0.0217742919921875,0.42822265625,0,0,0.0,3
IDRiD,train,IDRiD_356,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_356.jpg,1785,0.006809234619140625,1914,0.00730133056640625,145,0.000553131103515625,1,0.01441192626953125,0.37939453125,14,29,0.000110626220703125,479,0.001827239990234375,1,0.00473785400390625,0.99658203125,9,196,0.0007476806640625,1290,0.00492095947265625,1,0.01136016845703125,0.99853515625,29,254,0.00096893310546875,0,0.0,0,0.0228729248046875,0.70751953125,0,0,0.0,3
IDRiD,train,IDRiD_357,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_357.jpg,2550,0.00972747802734375,3148,0.0120086669921875,651,0.002483367919921875,1,0.015533447265625,0.48974609375,51,39,0.000148773193359375,1566,0.00597381591796875,1,0.00872039794921875,0.99755859375,37,192,0.000732421875,806,0.00307464599609375,1,0.00954437255859375,0.99853515625,24,207,0.000789642333984375,125,0.000476837158203125,1,0.0237274169921875,0.9765625,2,124,0.0004730224609375,4
IDRiD,train,IDRiD_358,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_358.jpg,45,0.000171661376953125,61,0.000232696533203125,24,9.1552734375e-05,1,0.01434326171875,0.317138671875,4,18,6.866455078125e-05,37,0.000141143798828125,1,0.0032405853271484375,0.9853515625,1,37,0.000141143798828125,0,0.0,0,0.00563812255859375,0.1405029296875,0,0,0.0,0,0.0,0,0.0215606689453125,0.3115234375,0,0,0.0,2
IDRiD,train,IDRiD_359,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_359.jpg,121,0.000461578369140625,148,0.0005645751953125,30,0.00011444091796875,1,0.01433563232421875,0.28271484375,2,27,0.000102996826171875,103,0.000392913818359375,1,0.0034027099609375,0.99560546875,1,103,0.000392913818359375,15,5.7220458984375e-05,1,0.00579071044921875,0.97607421875,1,15,5.7220458984375e-05,0,0.0,0,0.02178955078125,0.3056640625,0,0,0.0,3
IDRiD,train,IDRiD_360,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_360.jpg,2012,0.0076751708984375,2154,0.00821685791015625,162,0.00061798095703125,1,0.0143890380859375,0.423828125,14,25,9.5367431640625e-05,465,0.001773834228515625,1,0.00472259521484375,0.99560546875,12,153,0.000583648681640625,1527,0.005825042724609375,1,0.012237548828125,0.99853515625,44,507,0.001934051513671875,0,0.0,0,0.022125244140625,0.384033203125,0,0,0.0,3
IDRiD,train,IDRiD_361,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_361.jpg,4309,0.016437530517578125,5450,0.02079010009765625,1195,0.004558563232421875,1,0.0165863037109375,0.462890625,88,60,0.0002288818359375,3482,0.01328277587890625,1,0.015655517578125,0.99755859375,52,622,0.00237274169921875,284,0.0010833740234375,1,0.007572174072265625,0.99365234375,16,47,0.000179290771484375,489,0.001865386962890625,1,0.0254058837890625,0.97998046875,4,238,0.00090789794921875,4
IDRiD,train,IDRiD_362,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_362.jpg,6156,0.0234832763671875,7224,0.027557373046875,1155,0.004405975341796875,1,0.0167236328125,0.4228515625,105,44,0.0001678466796875,3097,0.011814117431640625,1,0.01422882080078125,0.99755859375,54,571,0.002178192138671875,1155,0.004405975341796875,1,0.01178741455078125,0.998046875,45,102,0.00038909912109375,1817,0.006931304931640625,1,0.03179931640625,0.98388671875,8,355,0.001354217529296875,4
IDRiD,train,IDRiD_363,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_363.jpg,762,0.00290679931640625,847,0.003231048583984375,98,0.00037384033203125,1,0.0146636962890625,0.308349609375,9,29,0.000110626220703125,371,0.001415252685546875,1,0.004367828369140625,0.99609375,8,164,0.0006256103515625,378,0.00144195556640625,1,0.0076904296875,0.9951171875,10,180,0.0006866455078125,0,0.0,0,0.0225982666015625,0.3486328125,0,0,0.0,3
IDRiD,train,IDRiD_364,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_364.jpg,1751,0.006679534912109375,2253,0.008594512939453125,564,0.0021514892578125,1,0.01561737060546875,0.45361328125,48,29,0.000110626220703125,1334,0.00508880615234375,1,0.00786590576171875,0.9970703125,34,239,0.000911712646484375,355,0.001354217529296875,1,0.00786590576171875,0.994140625,21,55,0.000209808349609375,0,0.0,0,0.0231475830078125,0.5078125,0,0,0.0,3
IDRiD,train,IDRiD_365,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_365.jpg,143,0.000545501708984375,182,0.00069427490234375,44,0.0001678466796875,1,0.0143585205078125,0.338623046875,4,22,8.392333984375e-05,100,0.0003814697265625,1,0.0034236907958984375,0.986328125,3,66,0.00025177001953125,38,0.00014495849609375,1,0.005947113037109375,0.95361328125,5,13,4.9591064453125e-05,0,0.0,0,0.0218353271484375,0.3837890625,0,0,0.0,3
IDRiD,train,IDRiD_366,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_366.jpg,2508,0.0095672607421875,2559,0.009761810302734375,57,0.000217437744140625,1,0.0142364501953125,0.29443359375,4,27,0.000102996826171875,129,0.000492095947265625,1,0.003482818603515625,0.9970703125,3,93,0.000354766845703125,2373,0.009052276611328125,1,0.0157012939453125,0.99951171875,47,419,0.001598358154296875,0,0.0,0,0.022430419921875,0.3193359375,0,0,0.0,3
IDRiD,train,IDRiD_367,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_367.jpg,87,0.000331878662109375,109,0.000415802001953125,28,0.0001068115234375,1,0.01425933837890625,0.294677734375,2,25,9.5367431640625e-05,70,0.00026702880859375,1,0.0032367706298828125,0.9951171875,1,70,0.00026702880859375,10,3.814697265625e-05,1,0.005889892578125,0.77734375,3,7,2.6702880859375e-05,1,3.814697265625e-06,1,0.021759033203125,0.802734375,1,1,3.814697265625e-06,4
IDRiD,train,IDRiD_368,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_368.jpg,5646,0.02153778076171875,6009,0.022922515869140625,395,0.001506805419921875,1,0.01470184326171875,0.411376953125,28,50,0.00019073486328125,1322,0.00504302978515625,1,0.0078277587890625,0.99755859375,17,639,0.002437591552734375,4131,0.015758514404296875,1,0.0240478515625,0.9990234375,120,380,0.0014495849609375,161,0.000614166259765625,1,0.024444580078125,0.98291015625,1,161,0.000614166259765625,4
IDRiD,train,IDRiD_369,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_369.jpg,9166,0.03496551513671875,9864,0.037628173828125,747,0.002849578857421875,1,0.015472412109375,0.430419921875,56,77,0.000293731689453125,3405,0.012989044189453125,1,0.0153045654296875,0.998046875,33,654,0.00249481201171875,5601,0.021366119384765625,1,0.029541015625,0.99853515625,102,960,0.003662109375,111,0.000423431396484375,1,0.0244140625,0.9775390625,1,111,0.000423431396484375,4
IDRiD,train,IDRiD_370,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_370.jpg,63,0.000240325927734375,87,0.000331878662109375,27,0.000102996826171875,1,0.01422119140625,0.427734375,3,21,8.0108642578125e-05,60,0.0002288818359375,1,0.003200531005859375,0.9912109375,2,54,0.00020599365234375,0,0.0,0,0.00571441650390625,0.1392822265625,0,0,0.0,0,0.0,0,0.0218353271484375,0.3134765625,0,0,0.0,2
IDRiD,train,IDRiD_371,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_371.jpg,1903,0.007259368896484375,2157,0.008228302001953125,259,0.000988006591796875,1,0.014862060546875,0.413330078125,31,25,9.5367431640625e-05,642,0.00244903564453125,1,0.00528717041015625,0.9970703125,14,154,0.00058746337890625,460,0.0017547607421875,1,0.00812530517578125,0.998046875,27,54,0.00020599365234375,796,0.0030364990234375,1,0.025970458984375,0.97705078125,5,442,0.00168609619140625,4
IDRiD,train,IDRiD_372,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_372.jpg,982,0.00374603271484375,1106,0.00421905517578125,130,0.00049591064453125,1,0.01441192626953125,0.370361328125,11,29,0.000110626220703125,416,0.0015869140625,1,0.004520416259765625,0.99609375,7,211,0.000804901123046875,555,0.002117156982421875,1,0.00803375244140625,0.9970703125,19,222,0.00084686279296875,5,1.9073486328125e-05,1,0.0219879150390625,0.8046875,1,5,1.9073486328125e-05,4
